,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category
511,University District ,47.6612984,-122.3131523,Shultzy's Sausage,422b9980f964a520d11f1fe3,47.65730136821427,-122.31303055547056,German Restaurant
512,University District ,47.6612984,-122.3131523,Nasai Teriyaki,4b1317c0f964a520019423e3,47.6600734227314,-122.31356358115796,Japanese Restaurant
513,University District ,47.6612984,-122.3131523,Chili's South Indian Restaurant,4b259f16f964a520a87424e3,47.65901384913589,-122.31314995807703,Indian Restaurant
514,University District ,47.6612984,-122.3131523,Kai's Bistro & Lounge,41ddd100f964a520c11e1fe3,47.65982860151128,-122.31370714128579,Lounge
515,University District ,47.6612984,-122.3131523,Watertown Hotel,410ae100f964a520a60b1fe3,47.659491378142704,-122.31747334247349,Hotel
516,University District ,47.6612984,-122.3131523,Chase Bank,4accf60cf964a52045ca20e3,47.661418,-122.313462,Bank
517,University District ,47.6612984,-122.3131523,7-11 On The Ave,5c50d4db8d0a53002c2244e0,47.663197,-122.312934,Convenience Store
518,University District ,47.6612984,-122.3131523,Costa's Restaurant,4a7f0d3ff964a52095f21fe3,47.662991731339936,-122.31323560519932,Greek Restaurant
519,University District ,47.6612984,-122.3131523,Big Time Brewery & Alehouse,40b13b00f964a52034f61ee3,47.65787833661949,-122.31336949093776,Brewery
520,University District ,47.6612984,-122.3131523,Finn MacCool's,40b92400f964a5209b001fe3,47.658922544221916,-122.31345907193118,Bar
521,University District ,47.6612984,-122.3131523,Café on the Ave.,44d76663f964a5206b361fe3,47.65851,-122.31353,Café
522,University District ,47.6612984,-122.3131523,Starbucks,4470775ef964a52093331fe3,47.658171,-122.313465,Coffee Shop
523,University District ,47.6612984,-122.3131523,Cedars Restaurant,4ac4118bf964a520189e20e3,47.65979480314245,-122.31351938837858,Falafel Restaurant
524,University District ,47.6612984,-122.3131523,University Teriyaki,5233674011d2e9da4c288db2,47.65723181407389,-122.3131115294926,Asian Restaurant
525,University District ,47.6612984,-122.3131523,Grand Illusion Cinema,4b520a01f964a5203a6327e3,47.66486258285917,-122.31293935539807,Indie Movie Theater
526,University District ,47.6612984,-122.3131523,Mee Sum Pastry,4b2b20aaf964a52096b424e3,47.661119969992775,-122.31327411011567,Tea Room
527,University District ,47.6612984,-122.3131523,Samurai Noodle,4b7739c7f964a52091892ee3,47.65801132327928,-122.31318180980877,Japanese Restaurant
528,University District ,47.6612984,-122.3131523,Starbucks,526eb87a11d25d3974d66bbd,47.6590716326127,-122.3084421632138,Coffee Shop
529,University District ,47.6612984,-122.3131523,Green House Korean Restaurant,4bbaa28b3db7b713bc94239a,47.657192234716874,-122.31430720085987,Korean Restaurant
530,University District ,47.6612984,-122.3131523,Henry's Taiwan,516cc922e4b0aced38f177a1,47.656957264404795,-122.31420058737729,Chinese Restaurant
531,University District ,47.6612984,-122.3131523,Varsity Theatre,46110b0ff964a5202b451fe3,47.660752919727884,-122.31338785258922,Movie Theater
532,University District ,47.6612984,-122.3131523,Pho Than Brothers,49bada62f964a520ba531fe3,47.65851518553961,-122.31327978996289,Noodle House
533,University District ,47.6612984,-122.3131523,Yunnie Bubble Tea,435c2400f964a5200a291fe3,47.66164724750946,-122.31322107798714,Bubble Tea Shop
534,University District ,47.6612984,-122.3131523,7-Eleven,586687e2ea1c0d576445f1e8,47.662799,-122.316601,Convenience Store
535,University District ,47.6612984,-122.3131523,Crossroads Trading Co - U District,4acd513df964a520d3cb20e3,47.65981618560228,-122.31312628602922,Thrift / Vintage Store
536,University District ,47.6612984,-122.3131523,Wells Fargo,4be483a6910020a18cd2d114,47.65697537095408,-122.31286838650703,Bank
537,University District ,47.6612984,-122.3131523,Ichiro Restaurant,43222200f964a52097271fe3,47.657545402171245,-122.31282604241355,Japanese Restaurant
538,University Village,47.6627401,-122.29892509325714,Din Tai Fung 鼎泰豐,52bf895b498e1205b1603e73,47.661567,-122.299725,Dumpling Restaurant
539,University Village,47.6627401,-122.29892509325714,Molly Moon's Homemade Ice Cream,527ead51498e9cdc232bc428,47.661702,-122.29967,Ice Cream Shop
540,University Village,47.6627401,-122.29892509325714,Rachel's Ginger Beer,58ed37c99c439d7e2381ff01,47.662506002547076,-122.29975818995568,Food & Drink Shop
541,University Village,47.6627401,-122.29892509325714,Fran's Chocolates,4ac82398f964a520cbbb20e3,47.66363539765815,-122.29900223647022,Chocolate Shop
542,University Village,47.6627401,-122.29892509325714,University Village,43768200f964a5204b2a1fe3,47.66248710403244,-122.298530875268,Shopping Plaza
543,University Village,47.6627401,-122.29892509325714,InSpa,4af0df90f964a520d0df21e3,47.66290509483611,-122.29881317064753,Spa
544,University Village,47.6627401,-122.29892509325714,Evergreens,56415791498e385fae557d3f,47.66212259225466,-122.29864201528115,Salad Place
545,University Village,47.6627401,-122.29892509325714,The North Face,4be35f751dd22d7fb49096bd,47.6623995022982,-122.2981582455963,Sporting Goods Shop
546,University Village,47.6627401,-122.29892509325714,lululemon athletica,4b11c2a0f964a5200e8423e3,47.6640832,-122.2984756,Clothing Store
547,University Village,47.6627401,-122.29892509325714,Trophy Cupcakes,4a493f6df964a52023ab1fe3,47.662391957667104,-122.29952258323615,Cupcake Shop
548,University Village,47.6627401,-122.29892509325714,Crate & Barrel,4a7e25e4f964a5202af11fe3,47.66437939863477,-122.29833483695984,Furniture / Home Store
549,University Village,47.6627401,-122.29892509325714,Amazon Books,56390dc0cd10174581eb7b17,47.66184423115948,-122.30003064791158,Bookstore
550,University Village,47.6627401,-122.29892509325714,Mud Bay,4a909b5ef964a520ba1820e3,47.6622776097434,-122.30048333547171,Pet Store
551,University Village,47.6627401,-122.29892509325714,SkinSpirit Seattle - University Village,5d6c0efbfadc2c0007bf2c51,47.6645562,-122.29805455,Health & Beauty Service
552,University Village,47.6627401,-122.29892509325714,Piatti,4abae295f964a520468320e3,47.662191783706476,-122.29795392780015,Italian Restaurant
553,University Village,47.6627401,-122.29892509325714,Apple University Village,49e51a6ef964a5209b631fe3,47.6638775,-122.2985985,Electronics Store
554,University Village,47.6627401,-122.29892509325714,Delfino's Pizza,4bb697ba6edc76b03739311c,47.662931574704345,-122.29887509166852,Pizza Place
555,University Village,47.6627401,-122.29892509325714,Paper Source,4e458e3a483b03d090d425fd,47.66193197279169,-122.29942564515717,Arts & Crafts Store
556,University Village,47.6627401,-122.29892509325714,Kiehl's,4b29b1c4f964a5209aa224e3,47.6626197,-122.29945,Cosmetics Shop
557,University Village,47.6627401,-122.29892509325714,Mr. West,5d38cfa9595c330007dd38ac,47.662099,-122.298181,Café
558,University Village,47.6627401,-122.29892509325714,Ravenna Gardens,4a7e23a3f964a52022f11fe3,47.66349004723369,-122.29940499492828,Garden Center
559,University Village,47.6627401,-122.29892509325714,Aritzia,51421ba5e4b0af3e53fa5710,47.66292173490628,-122.2985927307463,Women's Store
560,University Village,47.6627401,-122.29892509325714,Williams-Sonoma,4b11bcf2f964a5207c8323e3,47.663841211349116,-122.30004625707416,Kitchen Supply Store
561,University Village,47.6627401,-122.29892509325714,Microsoft Store,4e596bc91f6e804280c62a64,47.664131493610164,-122.29887758793146,Electronics Store
562,University Village,47.6627401,-122.29892509325714,Ma'Ono Fried Chicken,594f1647c53093750c258608,47.662522143178826,-122.29973621753112,Fried Chicken Joint
563,University Village,47.6627401,-122.29892509325714,Even Stevens,5a39d804a35dce1e986c339c,47.6624275838444,-122.29862286117688,Sandwich Place
564,University Village,47.6627401,-122.29892509325714,Elemental PIzza,50876d15e4b096443c1cdb73,47.6634484,-122.2991428,Pizza Place
565,University Village,47.6627401,-122.29892509325714,JOEY U-Village,52962dd411d22f001dcb2f7d,47.6616727159744,-122.29978565339113,New American Restaurant
566,University Village,47.6627401,-122.29892509325714,IMPRESS,4b29a91cf964a5203da224e3,47.66228689261133,-122.29912220357069,Arts & Crafts Store
567,University Village,47.6627401,-122.29892509325714,Anthropologie,49ff61a6f964a52010701fe3,47.663835859109994,-122.30012855588045,Women's Store
568,University Village,47.6627401,-122.29892509325714,Room & Board,4f46bd9ce4b01e144cb59b82,47.6628818,-122.2986464,Furniture / Home Store
569,University Village,47.6627401,-122.29892509325714,B8TA,58547a8dfad9dc0635b4524c,47.66181946876225,-122.29901165978875,Miscellaneous Shop
570,University Village,47.6627401,-122.29892509325714,Aveda,4b09cc33f964a520d01d23e3,47.6637742898006,-122.2990035005174,Cosmetics Shop
571,University Village,47.6627401,-122.29892509325714,Victoria's Secret PINK,4f29cebeaad2efd933960a53,47.66393831266376,-122.29886231481925,Lingerie Store
572,University Village,47.6627401,-122.29892509325714,Eureka,528d078e498e1ee2d5be8bf7,47.66189709719402,-122.2991335042991,New American Restaurant
573,University Village,47.6627401,-122.29892509325714,Veggie Grill,506b42dee4b0ccd214eaa656,47.6628815,-122.2985512,Vegetarian / Vegan Restaurant
574,University Village,47.6627401,-122.29892509325714,Madewell,4c5b8fd7d25320a15616c17a,47.663774,-122.2979,Women's Store
575,University Village,47.6627401,-122.29892509325714,Paint The Town,4b2c2b59f964a5200ac324e3,47.66198163805884,-122.29933322025443,Arts & Crafts Store
576,University Village,47.6627401,-122.29892509325714,Victoria's Secret,4b11c2c4f964a5200f8423e3,47.663538388882785,-122.29823230228087,Lingerie Store
577,University Village,47.6627401,-122.29892509325714,SEPHORA,4a7e1bdcf964a520fbf01fe3,47.6635369,-122.298084,Cosmetics Shop
578,University Village,47.6627401,-122.29892509325714,Chipotle Mexican Grill,564b99a9498e6ad175efb631,47.66190855000001,-122.29873468159735,Mexican Restaurant
579,University Village,47.6627401,-122.29892509325714,Seattle Sun Tan - University Village,4ca3bff5c1f1ef3be15b92a4,47.66190722664912,-122.3003777614108,Tanning Salon
580,University Village,47.6627401,-122.29892509325714,Gene Juarez Salon & Spa,4b47a2f7f964a5206e3826e3,47.66404458478875,-122.29823283408643,Salon / Barbershop
581,University Village,47.6627401,-122.29892509325714,Scotch & Soda,5269941b498e0a2ba899b7b8,47.6616428,-122.2989887,Boutique
582,University Village,47.6627401,-122.29892509325714,Hokkaido Ramen Santouka,58d2d5727220e61bc3a6562a,47.662485680054914,-122.29895614187325,Ramen Restaurant
583,University Village,47.6627401,-122.29892509325714,Fireworks Gallery,4b09b5b7f964a5202e1c23e3,47.66230867828437,-122.2993160182268,Gift Shop
584,University Village,47.6627401,-122.29892509325714,Pottery Barn Kids,4aee014ff964a5202bd121e3,47.662657586954474,-122.29987610292005,Furniture / Home Store
585,University Village,47.6627401,-122.29892509325714,Ba Bar,597a8bf10457b7329bd9af18,47.66180286865916,-122.29800364082435,Vietnamese Restaurant
586,University Village,47.6627401,-122.29892509325714,Menchie's,4e6abad11f6e1e74e45dc806,47.66191743321961,-122.29945712105048,Frozen Yogurt Shop
587,University Village,47.6627401,-122.29892509325714,Alpha Martial Arts,4bbe7939ba9776b063cffdc8,47.66533498766811,-122.296008763094,Martial Arts School
588,University Village,47.6627401,-122.29892509325714,CB2,5ae0eb23b6eedb002c8d5b56,47.66415744028334,-122.29879117313413,Furniture / Home Store
589,University Village,47.6627401,-122.29892509325714,Starbucks,4bc7ba0daf07a59375d37f2d,47.6624761096695,-122.29709379167775,Coffee Shop
590,University Village,47.6627401,-122.29892509325714,Tommy Bahama,4b807f74f964a520b97730e3,47.66191235785206,-122.2996530484858,Clothing Store
591,University Village,47.6627401,-122.29892509325714,J.Crew,5153636e5dd7dd52e274cb43,47.6638143,-122.2980895,Clothing Store
592,University Village,47.6627401,-122.29892509325714,Bamboo Sushi,5d4657c7fbe4b200088a67b4,47.662079,-122.298708,Sushi Restaurant
593,University Village,47.6627401,-122.29892509325714,T-Mobile,5480aff1498e4f169e518d70,47.661474,-122.29608,Mobile Phone Shop
594,University Village,47.6627401,-122.29892509325714,Mamma Melina Ristorante,4bdf2bc96198c9b65c3216ff,47.66637932531864,-122.30076009706222,Italian Restaurant
595,University Village,47.6627401,-122.29892509325714,Silver Cloud Inn - University District,4b7750f4f964a5206a912ee3,47.665811791335436,-122.29984328330377,Hotel
596,University Village,47.6627401,-122.29892509325714,Pandora,4d1e85d46e8c3704ece3e79f,47.66341702706679,-122.2984930356566,Jewelry Store
597,University Village,47.6627401,-122.29892509325714,Lucky Brand,4b141ab9f964a5205f9d23e3,47.66393007540856,-122.29932001609887,Clothing Store
598,University Village,47.6627401,-122.29892509325714,RH Seattle,47304921f964a520184c1fe3,47.662629,-122.2998562,Furniture / Home Store
599,University Village,47.6627401,-122.29892509325714,Zoka Coffee Roaster & Tea Company,440ed1acf964a520a3301fe3,47.66615618048237,-122.29744591751455,Coffee Shop
600,University Village,47.6627401,-122.29892509325714,U.S. Bank ATM,4bd20a4f9854d13a84cffa4d,47.662437438964844,-122.2963638305664,ATM
601,University Village,47.6627401,-122.29892509325714,Einstein Bros Bagels,4aa18b99f964a520f24020e3,47.6621995,-122.2968346,Bagel Shop
602,University Village,47.6627401,-122.29892509325714,GNC,4ccb51cdc0378cfa28027e48,47.66244111994592,-122.3005405048738,Supplement Shop
603,University Village,47.6627401,-122.29892509325714,QFC,4a13b619f964a520fc771fe3,47.6619028,-122.2968341,Supermarket
604,University Village,47.6627401,-122.29892509325714,Burgermaster,4a807f76f964a52079f51fe3,47.66156131593227,-122.29395243539001,Burger Joint
605,University Village,47.6627401,-122.29892509325714,Starbucks,4c57ae466418a593c208800e,47.662691,-122.299798,Coffee Shop
606,University Village,47.6627401,-122.29892509325714,Starbucks,5286906a498e3289da676c0b,47.66158803,-122.2993538,Coffee Shop
607,University Village,47.6627401,-122.29892509325714,H&M,4adc9ad9f964a520cf2d21e3,47.66395138718405,-122.29971627116402,Clothing Store
608,University Village,47.6627401,-122.29892509325714,Pasta & Co,4c4e45619efabe9ae98cd169,47.662413271871834,-122.29968096835508,Gourmet Shop
609,University Village,47.6627401,-122.29892509325714,Kids Club,4b11d993f964a520ef8523e3,47.66247671691377,-122.29887354536226,Toy / Game Store
610,University Village,47.6627401,-122.29892509325714,General Porpoise Coffee & Donuts,5b5203ed838e59002c9f0ef0,47.662317,-122.29329399999999,Donut Shop
611,University Village,47.6627401,-122.29892509325714,Redbox,4da14d302939b1f7c3d6f256,47.66329287524292,-122.29746456413488,Video Store
612,University Village,47.6627401,-122.29892509325714,Sunglass Hut,53092c92498e66973fd5222d,47.6616243,-122.2995944,Accessories Store
613,University Village,47.6627401,-122.29892509325714,Bartell Drugs,4ab2fc40f964a520336d20e3,47.66346078397077,-122.29740271201587,Pharmacy
614,University Village,47.6627401,-122.29892509325714,Juice Press,5a2b395a0457b71c1f7212af,47.66380888935536,-122.29906706027525,Juice Bar
615,University Village,47.6627401,-122.29892509325714,The Confectionery,4b468635f964a520602326e3,47.662035495226604,-122.29986164589464,Candy Store
616,University Village,47.6627401,-122.29892509325714,J.Crew Crewcuts,4e8528a15503b4de731962c2,47.6621919,-122.2990203,Clothing Store
617,University Village,47.6627401,-122.29892509325714,Subway,596be3060d173f0c505a8961,47.66151538408902,-122.29586005391906,Sandwich Place
618,University Village,47.6627401,-122.29892509325714,Jamba Juice,4a89fa50f964a520920920e3,47.664399,-122.298072,Juice Bar
619,University Village,47.6627401,-122.29892509325714,Starbucks,49c7efa4f964a520d6571fe3,47.664406,-122.29897,Coffee Shop
620,University Village,47.6627401,-122.29892509325714,AT&T,4af391bcf964a520abee21e3,47.6626345,-122.30021,Mobile Phone Shop
621,University Village,47.6627401,-122.29892509325714,Qdoba Mexican Eats,56746dca498e84771d16f4c3,47.665629407784415,-122.30125844478607,Mexican Restaurant
622,University Village,47.6627401,-122.29892509325714,RAM Restaurant & Brewery,4b09db28f964a520c81e23e3,47.664122243695324,-122.29788046705363,Burger Joint
623,University Village,47.6627401,-122.29892509325714,Village Maternity,4b5e2680f964a5206e8029e3,47.66279773482236,-122.29926996253164,Women's Store
624,University Village,47.6627401,-122.29892509325714,Pottery Barn,4bca36ffb6c49c7448109091,47.6624159014893,-122.30014361476859,Furniture / Home Store
625,University Village,47.6627401,-122.29892509325714,Papyrus,4ab30150f964a520446d20e3,47.66254383,-122.29913878,Gift Shop
626,University Village,47.6627401,-122.29892509325714,Eddie Bauer,4b19ca2df964a52036e423e3,47.66265459078582,-122.29782632387959,Clothing Store
627,University Village,47.6627401,-122.29892509325714,Verizon,4b4a6bbef964a520128726e3,47.6625705,-122.2978084,Mobile Phone Shop
628,University Village,47.6627401,-122.29892509325714,Golf Driving Range - University of Washington,4b5e1208f964a520f77b29e3,47.65884796107253,-122.29722557744265,Golf Driving Range
629,University Village,47.6627401,-122.29892509325714,Banana Republic,4af5d488f964a52072fd21e3,47.661991,-122.300113,Clothing Store
630,University Village,47.6627401,-122.29892509325714,The UPS Store,4aef81e3f964a520efd821e3,47.6623296,-122.3001759,Shipping Store
631,University Village,47.6627401,-122.29892509325714,FedEx Office Print & Ship Center,4b05a76ef964a5204de022e3,47.6614281,-122.2937196,Shipping Store
632,University Village,47.6627401,-122.29892509325714,University Village Parking Garage,4bb29cee35f0c9b6298ebb83,47.66452924790186,-122.2986266071922,Parking
633,University Village,47.6627401,-122.29892509325714,Storables,4a7e2468f964a52023f11fe3,47.664427,-122.297841,Furniture / Home Store
634,University Village,47.6627401,-122.29892509325714,Safeway,4a74e99ef964a520fbdf1fe3,47.6619,-122.2949373,Grocery Store
635,University Village,47.6627401,-122.29892509325714,GAP,4a4942f1f964a52025ab1fe3,47.662565958822505,-122.29780465695234,Clothing Store
636,University Village,47.6627401,-122.29892509325714,Office Depot,4a8c8ec2f964a5207f0e20e3,47.664589,-122.299309,Paper / Office Supplies Store
637,University Village,47.6627401,-122.29892509325714,Juicy Couture,4b7b2649f964a52053542fe3,47.663448333740234,-122.29959106445312,Clothing Store
638,Wallingford,47.6594631,-122.3343417,Wallypets,4b8d6197f964a5205cf832e3,47.66075151243603,-122.33620053241226,Pet Store
639,Wallingford,47.6594631,-122.3343417,Trophy Cupcakes,4b33c15bf964a5208e1e25e3,47.66097780292109,-122.33571993532638,Cupcake Shop
640,Wallingford,47.6594631,-122.3343417,The Octopus Bar,52e313b8498e58b7dc9f26dc,47.66134057064252,-122.33323118159028,Dive Bar
641,Wallingford,47.6594631,-122.3343417,Fainting Goat Gelato,4a09ea6ef964a5206e741fe3,47.66134581371849,-122.33486356347564,Ice Cream Shop
642,Wallingford,47.6594631,-122.3343417,TNT Taqueria,50135bfde4b0adaeb09fd2d1,47.66142381419963,-122.33289515954182,Taco Place
643,Wallingford,47.6594631,-122.3343417,Jhanjay Vegetarian Thai Cuisine,47758493f964a520114d1fe3,47.66143471477418,-122.3367502400843,Thai Restaurant
644,Wallingford,47.6594631,-122.3343417,Wallingford Playfield,4b9d77d0f964a520ceae36e3,47.65890450733264,-122.33710484037101,Park
645,Wallingford,47.6594631,-122.3343417,Chocolati Cafe,44c2a8e9f964a520c2351fe3,47.66146821137857,-122.3368123020831,Coffee Shop
646,Wallingford,47.6594631,-122.3343417,The Sock Monster,4bf889b9abdaef3b2cb6a184,47.66134196268696,-122.33459865333485,Clothing Store
647,Wallingford,47.6594631,-122.3343417,SeaMonster Lounge,43b69f92f964a520ca2c1fe3,47.661475,-122.33235,Lounge
648,Wallingford,47.6594631,-122.3343417,45th Stop N Shop & Poke Bar,571baec0498e64cbce06777c,47.661315467574134,-122.33032690941532,Poke Place
649,Wallingford,47.6594631,-122.3343417,Ezell's Famous Chicken,57dde06c498e779b8196ab42,47.66150944254662,-122.33084751714829,Fried Chicken Joint
650,Wallingford,47.6594631,-122.3343417,Molly Moon's Homemade Ice Cream,49b84ec4f964a5203f531fe3,47.66145786989193,-122.3381155502665,Ice Cream Shop
651,Wallingford,47.6594631,-122.3343417,Bottleworks,455e6bcaf964a520873d1fe3,47.66150243994604,-122.33706076578429,Beer Store
652,Wallingford,47.6594631,-122.3343417,Kabul Afghan Cuisine,42153000f964a520931f1fe3,47.66126853632811,-122.33121831894209,Restaurant
653,Wallingford,47.6594631,-122.3343417,Starbucks,4a687f4ff964a5207bca1fe3,47.66144141915089,-122.33309437014799,Coffee Shop
654,Wallingford,47.6594631,-122.3343417,The Grizzled Wizard,4ba18714f964a52047be37e3,47.66133440828322,-122.33062762184956,Bar
655,Wallingford,47.6594631,-122.3343417,Fuel Coffee,4885fc0cf964a52041511fe3,47.66136226083341,-122.33690553660537,Coffee Shop
656,Wallingford,47.6594631,-122.3343417,Pho Than Brothers,51296da2e4b0fb38375cb107,47.6613619947598,-122.33088502668579,Asian Restaurant
657,Wallingford,47.6594631,-122.3343417,Issian Stone Grill,4b9da078f964a52000b736e3,47.66144867059646,-122.33829231193816,Japanese Restaurant
658,Wallingford,47.6594631,-122.3343417,Murphy's Pub,40b13b00f964a520c5f61ee3,47.66144147125998,-122.33396610546468,Pub
659,Wallingford,47.6594631,-122.3343417,4649 Yoroshiku Japanese Restaurant,506aabb1183fb8632073d31d,47.661216,-122.334338,Japanese Restaurant
660,Wallingford,47.6594631,-122.3343417,Cubes Baking Co.,59244bd23d47912b9225d65b,47.661227000000004,-122.330506,Bakery
661,Wallingford,47.6594631,-122.3343417,Chutney's Bistro,4a68b6eff964a520dcca1fe3,47.660725954946756,-122.33591165320036,Indian Restaurant
662,Wallingford,47.6594631,-122.3343417,Tilth,45aa2e9af964a5202f411fe3,47.66132619444158,-122.34003979167498,New American Restaurant
663,Wallingford,47.6594631,-122.3343417,Grand Central Bakery,5cded8ec088158002c1b9c18,47.661252000000005,-122.33824399999999,Bakery
664,Wallingford,47.6594631,-122.3343417,Pam's Kitchen,5504fe14498e0a56da4d1d14,47.6613609295696,-122.33659245829942,Caribbean Restaurant
665,Wallingford,47.6594631,-122.3343417,Pharmaca Integrative Pharmacy,4b53b136f964a52009a827e3,47.66127532430979,-122.33586292524372,Pharmacy
666,Wallingford,47.6594631,-122.3343417,Irwin’s Neighborhood Bakery and Cafe,48a6cdbaf964a5209a511fe3,47.65542,-122.33283,Café
667,Wallingford,47.6594631,-122.3343417,Wide World Books & Maps,4b33d248f964a520e21f25e3,47.66079444397568,-122.33628463582069,Bookstore
668,Wallingford,47.6594631,-122.3343417,Harvest Beat,5674cf99498ef82f5b7f8cb5,47.66134716126565,-122.33680460360843,Vegetarian / Vegan Restaurant
669,Wallingford,47.6594631,-122.3343417,Bad Woman Yarn,4b99a352f964a5200a8935e3,47.66101855478819,-122.33571242200131,Knitting Store
670,Wallingford,47.6594631,-122.3343417,Open Books,4bda473b3904a593f100469e,47.661553000000005,-122.329471,Bookstore
671,Wallingford,47.6594631,-122.3343417,Bodrum Bistro,52896c8c498e75931818c0e8,47.66144099153487,-122.33689001294901,Turkish Restaurant
672,Wallingford,47.6594631,-122.3343417,Starbucks,4b33d631f964a520422025e3,47.661866,-122.335942,Coffee Shop
673,Wallingford,47.6594631,-122.3343417,Wells Fargo,4b6de7ecf964a520bc9a2ce3,47.66118017819042,-122.33714640140533,Bank
674,Wallingford,47.6594631,-122.3343417,Ramen Man,525dbbd4498e06d49eb0c27b,47.66144548191742,-122.33841062655648,Noodle House
675,Wallingford,47.6594631,-122.3343417,Tweedy And Popp Hardware,4a5939c7f964a5200bb91fe3,47.66129266389,-122.33553873214382,Hardware Store
676,Wallingford,47.6594631,-122.3343417,The UPS Store,4bea121e415e20a186b1e4bb,47.6611935,-122.330818,Shipping Store
677,Wallingford,47.6594631,-122.3343417,Rocking Wok Taiwanese Cuisine,4bbaa1db935e95214f6b2890,47.65929724696881,-122.34084782544926,Asian Restaurant
678,Wallingford,47.6594631,-122.3343417,Changes in Wallingford,40b13b00f964a5204af61ee3,47.661308723535775,-122.33353187198412,Pub
679,Wallingford,47.6594631,-122.3343417,Al's Tavern,40b13b00f964a5201ff61ee3,47.66126582349779,-122.33118813572912,Bar
680,Wallingford,47.6594631,-122.3343417,Chase Bank,4adcfea5f964a520486321e3,47.66119,-122.334043,Bank
681,Wallingford,47.6594631,-122.3343417,Mejari Sushi,550b7dc7498e446e1ecdaa6b,47.66148225237671,-122.33413698049276,Japanese Restaurant
682,Wallingford,47.6594631,-122.3343417,Bartell Drugs,4b205aa8f964a5200e3124e3,47.661481583406136,-122.33538574822249,Pharmacy
683,Wallingford,47.6594631,-122.3343417,Kokkaku,597011a78d0a530ce948dc7b,47.661518400996115,-122.33208751726882,Asian Restaurant
684,Wallingford,47.6594631,-122.3343417,Domino's Pizza,53ab9cf9498e0962d318f149,47.66164264115032,-122.33048915863037,Pizza Place
685,Wallingford,47.6594631,-122.3343417,Taco Time,5ae52a5a95d986002c6d716e,47.66154290263621,-122.3316496152105,Taco Place
686,Wallingford,47.6594631,-122.3343417,Silver Tray,51172728e4b08ffa46bc4e42,47.66138352993067,-122.33362956627357,Thai Restaurant
687,Wallingford,47.6594631,-122.3343417,Sea Thai,45f1b9c2f964a520d5431fe3,47.66132303697763,-122.33074295898291,Thai Restaurant
688,Wallingford,47.6594631,-122.3343417,KeyBank,4de66b99d1648041649f1af8,47.66168095626935,-122.33747877542214,Bank
689,Wallingford,47.6594631,-122.3343417,QFC,43470c00f964a52091281fe3,47.6616612,-122.3362129,Supermarket
690,Wallingford,47.6594631,-122.3343417,Wallyburger,594ec192c53093750c964854,47.661169,-122.33663100000001,Burger Joint
691,Wallingford,47.6594631,-122.3343417,Seattle Public Library - Wallingford,49f8aa0af964a520116d1fe3,47.66133723453185,-122.33875077772646,Library
692,Wallingford,47.6594631,-122.3343417,Kozue,4a7c83c3f964a520e0ec1fe3,47.66145451408702,-122.3388331665004,Japanese Restaurant
693,Wallingford,47.6594631,-122.3343417,CVS pharmacy,568ade61498efc5147c4c083,47.661567525834506,-122.3333648329589,Pharmacy
694,Wallingford,47.6594631,-122.3343417,Julia's in Wallingford,421a7600f964a5209a1f1fe3,47.660438,-122.3363603,American Restaurant
695,Wallingford,47.6594631,-122.3343417,Durn Good Grocery,4b5517a0f964a520e8da27e3,47.65568494838343,-122.33627263589828,Deli / Bodega
696,Wallingford,47.6594631,-122.3343417,Wallingford Center,4b57c7c7f964a520c04028e3,47.6611289479414,-122.33558549329237,Shopping Mall
697,Wallingford,47.6594631,-122.3343417,Chile Pepper,4b7cb759f964a520ada22fe3,47.661312405357805,-122.33945577426957,Mexican Restaurant
698,Wallingford,47.6594631,-122.3343417,Teriyaki Madness,4b70c1b2f964a520462d2de3,47.66154403028016,-122.3306058471629,Japanese Restaurant
699,Wallingford,47.6594631,-122.3343417,Izilla Toys - Wallingford Center,4b64c6d1f964a5204acf2ae3,47.660895,-122.335682,Toy / Game Store
700,Wallingford,47.6594631,-122.3343417,Mirage Comfort Shoes,4dc58d91ae608779d13e3fd3,47.66083,-122.336421,Shoe Store
701,Wallingford,47.6594631,-122.3343417,Route 30 | King County Metro,4b9e3bdff964a520dbd336e3,47.65558336733872,-122.3322734238408,Bus Line
702,Wallingford,47.6594631,-122.3343417,Highlands Park,4c266c8d3703d13ae05fa536,47.66359052736696,-122.33252729497453,Park
703,Northlake,47.647597149999996,-122.34730925,Milstead & Co.,4d6037775b276dcb30dd12c6,47.649376,-122.347683,Coffee Shop
704,Northlake,47.647597149999996,-122.34730925,Anytime Fitness,49d44fc7f964a520425c1fe3,47.64919,-122.34825,Gym / Fitness Center
705,Northlake,47.647597149999996,-122.34730925,Fremont Brewing Company,40b13b00f964a52081f61ee3,47.648973926283475,-122.3444908010224,Brewery
706,Northlake,47.647597149999996,-122.34730925,Schilling Cider House,54027198498ed729c02ed6c6,47.64955772631211,-122.34923217882297,Bar
707,Northlake,47.647597149999996,-122.34730925,Evergreens,59bad451f79faa5f1e7ee864,47.64941888975278,-122.34813966132334,Salad Place
708,Northlake,47.647597149999996,-122.34730925,Cafe Turko,5175b517e4b01d16b00f94e3,47.649240344282745,-122.34701050922803,Turkish Restaurant
